suite,benchmark,candidate,baseline,pairs,median_change_pct,min_change_pct,max_change_pct,bootstrap_low_pct,bootstrap_high_pct
account_extension,account/clone/4096,wrapped,bytes,3,-1.077284869008377,-3.3317909431656245,-0.42251667803211435,-3.3317909431656245,-0.42251667803211435
account_extension,account/clone/4096,thinarc,bytes,3,-73.16939831340028,-74.0619212138198,-72.82645760748255,-74.0619212138198,-72.82645760748255
account_extension,account/clone/4096,ecobytes,bytes,3,-69.40106758320077,-69.94612450874347,-68.87765381808946,-69.94612450874347,-68.87765381808946
account_extension,account/clone/4096,arc,bytes,3,-73.12214873040148,-73.745364511104,-72.70970335362736,-73.745364511104,-72.70970335362736
account_extension,account/clone/64,wrapped,bytes,3,-0.9824348239231617,-1.6915737192125246,-0.503948066951232,-1.6915737192125246,-0.503948066951232
account_extension,account/clone/64,thinarc,bytes,3,-71.3804314386618,-72.26542898630959,-70.9158756593119,-72.26542898630959,-70.9158756593119
account_extension,account/clone/64,ecobytes,bytes,3,-68.35118617387546,-69.08265574443494,-68.23739259396633,-69.08265574443494,-68.23739259396633
account_extension,account/clone/64,arc,bytes,3,-71.33434588004206,-72.1557138750826,-70.99157676738966,-72.1557138750826,-70.99157676738966
account_extension,account/clone/65536,wrapped,bytes,3,-0.21328921280254765,-2.541581739274301,0.8231964280620341,-2.541581739274301,0.8231964280620341
account_extension,account/clone/65536,thinarc,bytes,3,-70.58093006965143,-71.51664626700399,-68.286331700718,-71.51664626700399,-68.286331700718
account_extension,account/clone/65536,ecobytes,bytes,3,-66.8535951298969,-66.8584655355165,-66.2558225553913,-66.8584655355165,-66.2558225553913
account_extension,account/clone/65536,arc,bytes,3,-68.77821465287522,-68.7803280334411,-68.6962272925887,-68.7803280334411,-68.6962272925887
account_extension,account/copy_without_code/4096,wrapped,bytes,3,-0.02326882127370311,-0.05485342142016458,0.02728666464277829,-0.05485342142016458,0.02728666464277829
account_extension,account/copy_without_code/4096,thinarc,bytes,3,-76.6518095967321,-76.66220162815569,-76.54999592115705,-76.66220162815569,-76.54999592115705
account_extension,account/copy_without_code/4096,ecobytes,bytes,3,-74.24367052341358,-74.25144239241142,-74.18098249744904,-74.25144239241142,-74.18098249744904
account_extension,account/copy_without_code/4096,arc,bytes,3,-67.89387943373619,-67.93408580969842,-67.85032026517301,-67.93408580969842,-67.85032026517301
account_extension,account/copy_without_code/64,wrapped,bytes,3,0.19985282878751676,0.1444381758793245,0.34477303875912746,0.1444381758793245,0.34477303875912746
account_extension,account/copy_without_code/64,thinarc,bytes,3,-75.90019995754832,-75.96794566586019,-75.86619583232834,-75.96794566586019,-75.86619583232834
account_extension,account/copy_without_code/64,ecobytes,bytes,3,-73.3227478036918,-73.3746758097826,-73.29255852190485,-73.3746758097826,-73.29255852190485
account_extension,account/copy_without_code/64,arc,bytes,3,-67.40638106427517,-67.44842063638944,-67.22072504219788,-67.44842063638944,-67.22072504219788
account_extension,account/copy_without_code/65536,wrapped,bytes,3,0.1124146403780113,-0.02172103024834504,0.17198910421025726,-0.02172103024834504,0.17198910421025726
account_extension,account/copy_without_code/65536,thinarc,bytes,3,-76.36293691704472,-76.39904068394408,-76.31985663737503,-76.39904068394408,-76.31985663737503
account_extension,account/copy_without_code/65536,ecobytes,bytes,3,-73.76680895939994,-73.8226856166261,-73.67376814318986,-73.8226856166261,-73.67376814318986
account_extension,account/copy_without_code/65536,arc,bytes,3,-67.46186868495529,-67.49154035852875,-67.34630654513722,-67.49154035852875,-67.34630654513722
account_extension,account/equal/empty,wrapped,bytes,3,-98.57777761489311,-98.59123730415664,-98.57235289008909,-98.59123730415664,-98.57235289008909
account_extension,account/equal/empty,thinarc,bytes,3,-98.57447906854016,-98.57511813185515,-98.56767279821113,-98.57511813185515,-98.56767279821113
account_extension,account/equal/empty,ecobytes,bytes,3,-98.37150280188717,-98.37995815501291,-98.36541152977772,-98.37995815501291,-98.36541152977772
account_extension,account/equal/empty,arc,bytes,3,-98.52103633615329,-98.52800229873264,-98.51010535423775,-98.52800229873264,-98.51010535423775
account_extension,account/equal/funded,wrapped,bytes,3,-98.59019018999055,-98.60349935489371,-98.57880332283784,-98.60349935489371,-98.57880332283784
account_extension,account/equal/funded,thinarc,bytes,3,-98.57226920224971,-98.58420044675549,-98.56979506440618,-98.58420044675549,-98.56979506440618
account_extension,account/equal/funded,ecobytes,bytes,3,-98.36931139288141,-98.38272963767207,-98.36644430184178,-98.38272963767207,-98.36644430184178
account_extension,account/equal/funded,arc,bytes,3,-98.51248573210329,-98.51826894574856,-98.48198925965036,-98.51826894574856,-98.48198925965036
account_extension,account/from_info/empty,wrapped,bytes,3,0.17361990710333952,0.014688721758782108,0.27985639184264777,0.014688721758782108,0.27985639184264777
account_extension,account/from_info/empty,thinarc,bytes,3,-29.59772527039196,-29.75257122337539,-29.290702884353724,-29.75257122337539,-29.290702884353724
account_extension,account/from_info/empty,ecobytes,bytes,3,-28.739548039125584,-29.701245929746033,-28.690148128189243,-29.701245929746033,-28.690148128189243
account_extension,account/from_info/empty,arc,bytes,3,-29.697415239976564,-29.804364183828024,-29.45727151098083,-29.804364183828024,-29.45727151098083
account_extension,account/from_info/funded,wrapped,bytes,3,1.1715585863999678,-0.25582850242578115,1.9097055817592246,-0.25582850242578115,1.9097055817592246
account_extension,account/from_info/funded,thinarc,bytes,3,-30.826775763782464,-31.786409897963196,-29.994461449290167,-31.786409897963196,-29.994461449290167
account_extension,account/from_info/funded,ecobytes,bytes,3,-28.43116794472199,-28.7991638328025,-27.35402950851793,-28.7991638328025,-27.35402950851793
account_extension,account/from_info/funded,arc,bytes,3,-28.697388310985506,-28.84726302934364,-26.86716217262608,-28.84726302934364,-26.86716217262608
account_extension,account/hash/empty,wrapped,bytes,3,0.03070895572527821,-0.1580627186936412,0.06272521922265906,-0.1580627186936412,0.06272521922265906
