suite,benchmark,candidate,baseline,pairs,median_change_pct,min_change_pct,max_change_pct,bootstrap_low_pct,bootstrap_high_pct
account_extension_subcalls,subcall_1000_nested/payload=0,wrapped,bytes,5,-1.1363711597459192,-1.5695128352426257,5.872115934591493,-1.5695128352426257,5.872115934591493
account_extension_subcalls,subcall_1000_nested/payload=0,thinarc,bytes,5,9.51838517726802,8.03560155587606,11.825932676434125,8.03560155587606,11.825932676434125
account_extension_subcalls,subcall_1000_nested/payload=0,ecobytes,bytes,5,10.682547321775315,9.435020119294247,13.747908049747593,9.435020119294247,13.747908049747593
account_extension_subcalls,subcall_1000_nested/payload=0,arc,bytes,5,8.688389863677592,7.068805446362458,13.279463825084692,7.068805446362458,13.279463825084692
account_extension_subcalls,subcall_1000_nested/payload=32,wrapped,bytes,5,1.2364333125160165,-1.7441364574208973,6.5339011500415545,-1.7441364574208973,6.5339011500415545
account_extension_subcalls,subcall_1000_nested/payload=32,thinarc,bytes,5,11.879976648114287,9.679962585373826,12.753529819435006,9.679962585373826,12.753529819435006
account_extension_subcalls,subcall_1000_nested/payload=32,ecobytes,bytes,5,12.249391472700989,9.990780374020037,15.640069469941942,9.990780374020037,15.640069469941942
account_extension_subcalls,subcall_1000_nested/payload=32,arc,bytes,5,10.620968276723964,6.3345634717346,13.331503015709067,6.3345634717346,13.331503015709067
account_extension_subcalls,subcall_1000_same_account/payload=0,wrapped,bytes,5,0.6321423357322775,-2.193479958164113,7.4840899066760835,-2.193479958164113,7.4840899066760835
account_extension_subcalls,subcall_1000_same_account/payload=0,thinarc,bytes,5,10.012887171784346,3.948037574098362,12.407388548081366,3.948037574098362,12.407388548081366
account_extension_subcalls,subcall_1000_same_account/payload=0,ecobytes,bytes,5,13.336252567661088,4.534049193029088,13.815418372993427,4.534049193029088,13.815418372993427
account_extension_subcalls,subcall_1000_same_account/payload=0,arc,bytes,5,9.710205323551246,5.486982253270067,12.909531068867587,5.486982253270067,12.909531068867587
account_extension_subcalls,subcall_1000_same_account/payload=32,wrapped,bytes,5,0.18252929989772682,-6.852294233993083,6.86007210439461,-6.852294233993083,6.86007210439461
account_extension_subcalls,subcall_1000_same_account/payload=32,thinarc,bytes,5,10.714924807580473,4.0229095341573595,12.13164458265441,4.0229095341573595,12.13164458265441
account_extension_subcalls,subcall_1000_same_account/payload=32,ecobytes,bytes,5,9.656993282568438,3.8842338439834867,13.319405673667074,3.8842338439834867,13.319405673667074
account_extension_subcalls,subcall_1000_same_account/payload=32,arc,bytes,5,9.385543519102214,1.3867913337454407,12.964106561180945,1.3867913337454407,12.964106561180945
account_extension_subcalls,subcall_1000_transfer_1wei/payload=0,wrapped,bytes,5,1.1519813730422213,-1.5445371160956567,6.872317075859602,-1.5445371160956567,6.872317075859602
account_extension_subcalls,subcall_1000_transfer_1wei/payload=0,thinarc,bytes,5,4.305073679565652,2.441218515828547,5.6217880540450516,2.441218515828547,5.6217880540450516
account_extension_subcalls,subcall_1000_transfer_1wei/payload=0,ecobytes,bytes,5,7.676012590184222,1.7991666096265346,13.66690724834896,1.7991666096265346,13.66690724834896
account_extension_subcalls,subcall_1000_transfer_1wei/payload=0,arc,bytes,5,4.855148692052125,1.0639678308710598,9.933096864946013,1.0639678308710598,9.933096864946013
account_extension_subcalls,subcall_1000_transfer_1wei/payload=32,wrapped,bytes,5,0.7933479940871235,-1.5228950284173592,6.645562594993248,-1.5228950284173592,6.645562594993248
account_extension_subcalls,subcall_1000_transfer_1wei/payload=32,thinarc,bytes,5,4.5707135438601165,3.575587115510981,4.878268854868506,3.575587115510981,4.878268854868506
account_extension_subcalls,subcall_1000_transfer_1wei/payload=32,ecobytes,bytes,5,7.360989703959375,5.317547576764947,11.410221847485813,5.317547576764947,11.410221847485813
account_extension_subcalls,subcall_1000_transfer_1wei/payload=32,arc,bytes,5,5.019149986474236,2.088921831267454,12.388287227838157,2.088921831267454,12.388287227838157
