suite,benchmark,baseline,pairs,median_change_pct,min_change_pct,max_change_pct,bootstrap_low_pct,bootstrap_high_pct
account_extension,account/clone/4096,main,7,344.2022862263882,333.9719622952226,351.0911965687364,340.17599548585434,347.7847678966951
account_extension,account/clone/4096,base,7,347.00957656277274,338.70184345992396,356.0506642122729,341.34004782079313,348.85638641578
account_extension,account/copy_without_code/4096,main,7,397.7256718743733,394.5843710530179,398.5671470996669,397.16356801598573,398.26443323138017
account_extension,account/copy_without_code/4096,base,7,397.44614550414826,397.09644618209944,398.2029759390004,397.2001813592894,398.1671639032871
account_extension,account/equal/empty,main,7,7486.304137857469,7433.244436165285,7548.445156471051,7458.651993889967,7504.905544005492
account_extension,account/equal/empty,base,7,7496.355172235152,7451.728424537305,7548.30488135295,7458.230131339171,7502.412725671883
account_extension,account/scan_balance/65536,main,7,13.899465425840063,10.070069705430074,15.590179489933975,12.43293373499701,14.752517897057938
account_extension,account/scan_balance/65536,base,7,13.197445144742659,10.060435590549698,15.284460788165365,11.89982124953013,13.89844206156332
account_extension,bal/replay/16,main,7,41.0770091432056,31.7633121890305,42.31734607073916,39.91353548153205,41.56184623379298
account_extension,bal/replay/16,base,7,40.86994709320517,25.055032391513542,43.599438882651185,30.181032846080846,41.91062943550992
account_extension,bal/update_1024/changed=false,main,7,3554.7953587106917,3415.8211576672124,3641.522074597963,3464.1291265236327,3597.601252070241
account_extension,bal/update_1024/changed=false,base,7,3542.4469848206313,3417.1436088462924,3642.586669073191,3459.3300226122574,3598.4182834129647
account_extension,bal/update_1024/changed=true,main,7,782.7564414985491,753.2155800317861,819.972994106233,772.3983704099138,809.672657057939
account_extension,bal/update_1024/changed=true,base,7,774.81140885448,735.3400696307742,802.4976699682865,758.644516015203,780.2860162785745
account_extension,block/256/bal=false/distinct=false/storage=false,main,7,11.877670396507733,9.326595873771492,18.565414092073198,10.377533044285837,14.226026986195418
account_extension,block/256/bal=false/distinct=false/storage=false,base,7,12.78433454060881,9.742080414901789,18.13850881821095,11.154544939665168,17.259415088109154
account_extension,block/256/bal=false/distinct=false/storage=true,main,7,13.75275638609763,10.16535037761821,20.50358785404427,10.9118237393109,16.584235588698213
account_extension,block/256/bal=false/distinct=false/storage=true,base,7,14.404513874032698,11.094848368915233,20.06793614327991,12.366407693092052,18.212047630903207
account_extension,block/256/bal=false/distinct=true/storage=false,main,7,16.580794603432647,13.300175377775547,18.041565046058892,13.690001603776182,17.940198928105254
account_extension,block/256/bal=false/distinct=true/storage=false,base,7,18.026066352888503,14.906414352822207,18.63658613906056,17.47057818420199,18.402588055075352
account_extension,block/256/bal=false/distinct=true/storage=true,main,7,12.820446822830768,10.622245411353592,17.46880444454575,11.195032639628554,15.910559809612113
account_extension,block/256/bal=false/distinct=true/storage=true,base,7,15.859331656189667,13.87269682718999,18.57133117313414,14.323994126658434,17.248494248646228
account_extension,block/256/bal=true/distinct=false/storage=false,main,7,60.461324629981085,55.409808346142064,68.89835692458632,57.07545568323007,61.64727666319152
account_extension,block/256/bal=true/distinct=false/storage=false,base,7,63.15928529762367,58.00490251312962,69.11934459672975,60.49805694271786,64.37996701297052
account_extension,block/256/bal=true/distinct=false/storage=true,main,7,48.501500814065324,46.37013376303993,56.51448727672192,46.78373802912126,50.43600100059753
account_extension,block/256/bal=true/distinct=false/storage=true,base,7,52.377796147607604,48.83715678691798,58.87182330983101,50.47135200545827,57.71831263356057
account_extension,block/256/bal=true/distinct=true/storage=false,main,7,51.60712736635686,48.94334978701358,55.43812473916616,49.225439109563474,52.98590593489827
account_extension,block/256/bal=true/distinct=true/storage=false,base,7,53.86006318319734,51.44860939972915,54.47185208268635,53.67676437325455,54.34993928329839
account_extension,block/256/bal=true/distinct=true/storage=true,main,7,36.65535345079694,34.54315180703895,40.65102605209412,34.806118437950296,40.53380238801469
account_extension,block/256/bal=true/distinct=true/storage=true,base,7,39.622880069963415,38.251480973705924,45.37999652648512,38.637414884363274,42.74670352888785
account_extension,execution/op_3f/distinct=false/empty=false,main,7,80.9466410183538,78.7509931831307,85.27507153717093,79.59403667214143,84.06387812364267
account_extension,execution/op_3f/distinct=false/empty=false,base,7,81.31597733007865,79.33525647333298,85.22986812496069,79.34658980290847,81.64339743606868
account_extension,execution/op_3f/distinct=false/empty=true,main,7,80.60377181570387,78.63864239597437,84.3255117880986,79.4525323281619,83.39378179183541
account_extension,execution/op_3f/distinct=false/empty=true,base,7,81.09132293518635,79.3915290700531,83.8895326977408,79.46483588157123,82.66238363396516
account_extension,execution/op_3f/distinct=true/empty=false,main,7,38.53883787367993,34.007538289585916,46.27790033813397,35.467137467721386,40.225296039481684
account_extension,execution/op_3f/distinct=true/empty=false,base,7,37.727581754526994,34.05432818633383,45.805001123643386,34.88338683882775,40.23339633789833
account_extension,execution/op_3f/distinct=true/empty=true,main,7,27.945406435811737,23.54624781381962,32.88145539770242,24.42188889584802,28.353590016443952
account_extension,execution/op_3f/distinct=true/empty=true,base,7,24.402243221424857,19.56390500702163,37.06201039715968,21.892905028232445,27.587265273842743
account_extension,journal/cold_load/4096,main,7,17.331531269731325,6.395057856873176,18.707204157442845,13.427119180780721,17.957171266390247
account_extension,journal/cold_load/4096,base,7,17.07378623940081,11.502475035887926,19.107643539159525,15.65545164145583,18.539135734256405
account_extension,journal/warm_load/4096,main,7,1.1018352553146427,-0.7643479027234945,11.655339751645721,-0.3314615854388303,7.872169408887841
account_extension,journal/warm_load/4096,base,7,1.8143077567304378,-2.478169689967813,9.702917095567498,-0.651101125093434,9.005566481445747
account_extension,state/commit_merge_revert/create/hook=false,main,7,13.831994059820406,10.810277705671268,16.625097856966864,11.967615387249841,16.06654561830194
account_extension,state/commit_merge_revert/create/hook=false,base,7,14.865844505066805,10.299375686474566,16.655586166136736,11.829225928497,15.677782296298592
account_extension,state/commit_merge_revert/create/hook=true,main,7,11.456778570727423,7.405013850724385,12.664748141522653,7.76127882104809,12.344877162521573
account_extension,state/commit_merge_revert/create/hook=true,base,7,11.453516091969407,6.60671637599628,11.96392329739071,9.077923396719246,11.711002153426486
account_extension,state/commit_merge_revert/destroy/hook=false,main,7,37.8681407600443,30.220081821660738,46.42820988592411,34.65418879664244,46.09285606732965
account_extension,state/commit_merge_revert/destroy/hook=false,base,7,39.76334323561226,30.949563508899057,44.952604816732155,32.31258094163112,43.61019249083433
account_extension,state/commit_merge_revert/destroy/hook=true,main,7,35.1237238690264,28.320170038880967,44.50212462527872,32.54599405316776,43.659227775062014
account_extension,state/commit_merge_revert/destroy/hook=true,base,7,39.00158674485665,29.75434415304361,43.26909017452743,29.909810806100023,40.5024226097058
account_extension,state/commit_merge_revert/update/hook=false,main,7,11.084942285789246,9.489010156738576,13.796280525480608,9.920986900454466,13.282823366216334
account_extension,state/commit_merge_revert/update/hook=false,base,7,10.858182634157497,9.091379960248025,13.590712016676942,9.842399360478549,13.57927978549247
account_extension,state/commit_merge_revert/update/hook=true,main,7,10.225235448910697,8.46449184008713,12.359111389106303,8.909285914210429,12.153943486103458
account_extension,state/commit_merge_revert/update/hook=true,base,7,10.830134389864664,7.742568750877155,12.922017125057561,8.810146571770016,11.981361683775749
evm,EXTCODEHASH_50,main,7,34.12991680474886,33.161952571246125,35.445891743485866,33.452238469421914,35.27210136579841
evm,EXTCODEHASH_50,base,7,32.61887111473878,31.338422502502674,35.828138867881144,31.706871265040036,34.88955074999494
evm,transact_1000tx_commit_inner_every_40,main,7,1.6612844169758834,-1.852985240542504,3.982114799822978,0.4272209254247539,2.7384489226840447
evm,transact_1000tx_commit_inner_every_40,base,7,2.32249311275039,0.16683330851419154,4.214174236335322,0.4290199618232515,3.808136279997365
evm,transact_commit_1000txs,main,7,4.254841933919096,3.308197230825005,8.138923474715188,3.6515669732017253,5.750797089466397
evm,transact_commit_1000txs,base,7,5.537540888562131,0.2481305400102496,6.855194106745688,2.244911484666945,6.674728598579183
